,sample,total_count,population,count,percentage
50455,sample10091,109783,b_cell,9649,8.78915679112431
50456,sample10091,109783,cd4_t_cell,19214,17.5017990034887
50457,sample10091,109783,cd8_t_cell,26576,24.207755299090024
50458,sample10091,109783,monocyte,37491,34.15009609866737
50459,sample10091,109783,nk_cell,16853,15.351192807629596
50460,sample10092,107657,b_cell,18852,17.511169733505486
50461,sample10092,107657,cd4_t_cell,19087,17.72945558579563
50462,sample10092,107657,cd8_t_cell,24025,22.316245111790224
50463,sample10092,107657,monocyte,23832,22.136972050122147
50464,sample10092,107657,nk_cell,21861,20.306157518786517
50465,sample10093,93118,b_cell,7622,8.185313258446273
50466,sample10093,93118,cd4_t_cell,31342,33.65836895122318
50467,sample10093,93118,cd8_t_cell,18629,20.005799093623146
50468,sample10093,93118,monocyte,23620,25.365665070126077
50469,sample10093,93118,nk_cell,11905,12.784853626581327
50470,sample10094,91254,b_cell,8495,9.309180967409647
50471,sample10094,91254,cd4_t_cell,28752,31.50765993819449
50472,sample10094,91254,cd8_t_cell,25286,27.70947026979639
50473,sample10094,91254,monocyte,17290,18.94711464702917
50474,sample10094,91254,nk_cell,11431,12.526574177570298
50475,sample10095,96512,b_cell,8128,8.421750663129973
50476,sample10095,96512,cd4_t_cell,34706,35.960295092838194
50477,sample10095,96512,cd8_t_cell,18383,19.047372347480106
50478,sample10095,96512,monocyte,22586,23.40227122015915
50479,sample10095,96512,nk_cell,12709,13.168310676392572
50480,sample10096,97594,b_cell,9799,10.04057626493432
50481,sample10096,97594,cd4_t_cell,22211,22.758571223640796
50482,sample10096,97594,cd8_t_cell,27175,27.844949484599464
50483,sample10096,97594,monocyte,21527,22.057708465684367
50484,sample10096,97594,nk_cell,16882,17.298194561141052
50485,sample10097,105465,b_cell,9494,9.002038591001755
50486,sample10097,105465,cd4_t_cell,23489,22.27184373962926
50487,sample10097,105465,cd8_t_cell,31975,30.318115014459774
50488,sample10097,105465,monocyte,26620,25.24060114730005
50489,sample10097,105465,nk_cell,13887,13.16740150760916
50490,sample10098,109484,b_cell,12651,11.555113075883234
50491,sample10098,109484,cd4_t_cell,36708,33.52818676701619
50492,sample10098,109484,cd8_t_cell,26992,24.65383069672281
50493,sample10098,109484,monocyte,17410,15.901866939461474
50494,sample10098,109484,nk_cell,15723,14.361002520916298
50495,sample10099,110344,b_cell,16072,14.5653592401943
50496,sample10099,110344,cd4_t_cell,37879,34.32810121075908
50497,sample10099,110344,cd8_t_cell,31077,28.163742478068585
50498,sample10099,110344,monocyte,16996,15.402740520553904
50499,sample10099,110344,nk_cell,8320,7.540056550424128
50500,sample10100,111174,b_cell,8100,7.285876194074154
50501,sample10100,111174,cd4_t_cell,40132,36.09836832352888
50502,sample10100,111174,cd8_t_cell,19326,17.383560904528036
50503,sample10100,111174,monocyte,20172,18.144530195909116
50504,sample10100,111174,nk_cell,23444,21.08766438195981
50505,sample10101,94814,b_cell,10265,10.826460227392579
50506,sample10101,94814,cd4_t_cell,29206,30.80346784230177
50507,sample10101,94814,cd8_t_cell,20644,21.773155863058197
50508,sample10101,94814,monocyte,20818,21.956673065159155
50509,sample10101,94814,nk_cell,13881,14.6402430020883
50510,sample10102,97307,b_cell,9373,9.632400546723257
50511,sample10102,97307,cd4_t_cell,29759,30.58258912514002
50512,sample10102,97307,cd8_t_cell,23086,23.724911876843393
50513,sample10102,97307,monocyte,19185,19.71595054826477
50514,sample10102,97307,nk_cell,15904,16.34414790302856
50515,sample10103,95791,b_cell,12414,12.959463832719148
50516,sample10103,95791,cd4_t_cell,27761,28.980801954254574
50517,sample10103,95791,cd8_t_cell,22459,23.445835203724776
50518,sample10103,95791,monocyte,17768,18.548715432556296
50519,sample10103,95791,nk_cell,15389,16.065183576745206
50520,sample10104,92794,b_cell,14056,15.147531090372222
50521,sample10104,92794,cd4_t_cell,22914,24.693406901308276
50522,sample10104,92794,cd8_t_cell,24739,26.660128887643598
50523,sample10104,92794,monocyte,16143,17.396598918033494
50524,sample10104,92794,nk_cell,14942,16.102334202642414
50525,sample10105,107808,b_cell,10604,9.836004749183735
50526,sample10105,107808,cd4_t_cell,35196,32.646927871772036
50527,sample10105,107808,cd8_t_cell,25289,23.4574428613832
50528,sample10105,107808,monocyte,15418,14.301350549124368
50529,sample10105,107808,nk_cell,21301,19.758273968536656
50530,sample10106,94704,b_cell,7339,7.749408683899308
50531,sample10106,94704,cd4_t_cell,32775,34.60783071464775
50532,sample10106,94704,cd8_t_cell,26411,27.887945598918737
50533,sample10106,94704,monocyte,8924,9.42304443318128
50534,sample10106,94704,nk_cell,19255,20.33177056935293
50535,sample10107,118792,b_cell,12138,10.217859788537949
50536,sample10107,118792,cd4_t_cell,33008,27.786382921408848
50537,sample10107,118792,cd8_t_cell,45045,37.919220149505016
50538,sample10107,118792,monocyte,19402,16.33274968011314
50539,sample10107,118792,nk_cell,9199,7.743787460435046
50540,sample10108,106659,b_cell,9697,9.091590958100113
50541,sample10108,106659,cd4_t_cell,30090,28.211402694568672
50542,sample10108,106659,cd8_t_cell,24661,23.121349346984314
50543,sample10108,106659,monocyte,27726,25.99499339014992
50544,sample10108,106659,nk_cell,14485,13.580663610196982
50545,sample10109,93460,b_cell,7170,7.6717312219131175
50546,sample10109,93460,cd4_t_cell,27993,29.951851059276695
50547,sample10109,93460,cd8_t_cell,23416,25.05456879948641
50548,sample10109,93460,monocyte,18718,20.027819387973466
50549,sample10109,93460,nk_cell,16163,17.29402953135031
50550,sample10110,103714,b_cell,9355,9.019997300268045
50551,sample10110,103714,cd4_t_cell,33996,32.77860269587519
50552,sample10110,103714,cd8_t_cell,24856,23.965906242165957
50553,sample10110,103714,monocyte,18480,17.818230904217366
50554,sample10110,103714,nk_cell,17027,16.417262857473435
50555,sample10111,100188,b_cell,10165,10.145925659759651
50556,sample10111,100188,cd4_t_cell,27842,27.78975526011099
50557,sample10111,100188,cd8_t_cell,30264,30.207210444364595
50558,sample10111,100188,monocyte,17518,17.48512795943626
50559,sample10111,100188,nk_cell,14399,14.371980676328503
50560,sample10112,100864,b_cell,9681,9.598072652284264
50561,sample10112,100864,cd4_t_cell,38317,37.98877696700507
50562,sample10112,100864,cd8_t_cell,23216,23.01713197969543
50563,sample10112,100864,monocyte,21170,20.98865799492386
50564,sample10112,100864,nk_cell,8480,8.407360406091371
50565,sample10113,112195,b_cell,9211,8.209813271536165
50566,sample10113,112195,cd4_t_cell,46486,41.43321894915103
50567,sample10113,112195,cd8_t_cell,21787,19.41886893355319
50568,sample10113,112195,monocyte,19245,17.153170818663934
50569,sample10113,112195,nk_cell,15466,13.784928027095681
50570,sample10114,99897,b_cell,9928,9.93823638347498
50571,sample10114,99897,cd4_t_cell,37350,37.388510165470436
50572,sample10114,99897,cd8_t_cell,25367,25.393154949598085
50573,sample10114,99897,monocyte,14278,14.292721503148243
50574,sample10114,99897,nk_cell,12974,12.987376998308257
50575,sample10115,98328,b_cell,6395,6.503742575868522
50576,sample10115,98328,cd4_t_cell,28940,29.432104792124317
50577,sample10115,98328,cd8_t_cell,23601,24.002318769831586
50578,sample10115,98328,monocyte,22560,22.94361728093727
50579,sample10115,98328,nk_cell,16832,17.118216581238304
50580,sample10116,110235,b_cell,10448,9.477933505692384
50581,sample10116,110235,cd4_t_cell,38894,35.28280491676872
50582,sample10116,110235,cd8_t_cell,28698,26.03347394203293
50583,sample10116,110235,monocyte,19738,17.905383952465186
50584,sample10116,110235,nk_cell,12457,11.300403683040777
50585,sample10117,106328,b_cell,13274,12.484011737265819
50586,sample10117,106328,cd4_t_cell,41228,38.774358588518545
50587,sample10117,106328,cd8_t_cell,18207,17.123429388307876
50588,sample10117,106328,monocyte,21610,20.323903393273643
50589,sample10117,106328,nk_cell,12009,11.294296892634113
50590,sample10118,103612,b_cell,6877,6.637262093193838
50591,sample10118,103612,cd4_t_cell,32534,31.399837856618923
50592,sample10118,103612,cd8_t_cell,41617,40.16619696560244
50593,sample10118,103612,monocyte,11362,10.96591128440721
50594,sample10118,103612,nk_cell,11222,10.830791800177586
50595,sample10119,106796,b_cell,6930,6.4890070789168135
50596,sample10119,106796,cd4_t_cell,44631,41.790891044608415
50597,sample10119,106796,cd8_t_cell,19765,18.507247462451776
50598,sample10119,106796,monocyte,26805,25.09925465373235
50599,sample10119,106796,nk_cell,8665,8.113599760290647
50600,sample10120,91497,b_cell,8121,8.875700842650579
50601,sample10120,91497,cd4_t_cell,28479,31.125610675759862
50602,sample10120,91497,cd8_t_cell,22928,25.05874509546761
50603,sample10120,91497,monocyte,13121,14.340360886149274
50604,sample10120,91497,nk_cell,18848,20.599582499972676
50605,sample10121,100216,b_cell,7507,7.490819829168995
50606,sample10121,100216,cd4_t_cell,30961,30.894268380298556
50607,sample10121,100216,cd8_t_cell,24533,24.480122934461562
50608,sample10121,100216,monocyte,21603,21.55643809371757
50609,sample10121,100216,nk_cell,15612,15.578350762353317
50610,sample10122,101002,b_cell,5361,5.307815686818083
50611,sample10122,101002,cd4_t_cell,33632,33.29835052771232
50612,sample10122,101002,cd8_t_cell,21787,21.570859982970635
50613,sample10122,101002,monocyte,22690,22.464901685115148
50614,sample10122,101002,nk_cell,17532,17.358072117383813
50615,sample10123,106405,b_cell,12911,12.133828297542408
50616,sample10123,106405,cd4_t_cell,27820,26.145387904703725
50617,sample10123,106405,cd8_t_cell,21188,19.912598092194916
50618,sample10123,106405,monocyte,19646,18.463418072459
50619,sample10123,106405,nk_cell,24840,23.34476763309995
50620,sample10124,96330,b_cell,6382,6.625142738503063
50621,sample10124,96330,cd4_t_cell,37533,38.96293989411398
50622,sample10124,96330,cd8_t_cell,24546,25.481158517595766
50623,sample10124,96330,monocyte,10745,11.154365202948199
50624,sample10124,96330,nk_cell,17124,17.77639364683899
50625,sample10125,106638,b_cell,13310,12.481479397588101
50626,sample10125,106638,cd4_t_cell,29691,27.842795251223766
50627,sample10125,106638,cd8_t_cell,18778,17.60910744762655
50628,sample10125,106638,monocyte,24519,22.992741799358576
50629,sample10125,106638,nk_cell,20340,19.073876104203006
50630,sample10126,94075,b_cell,13730,14.594738240765347
50631,sample10126,94075,cd4_t_cell,27118,28.82593675259102
50632,sample10126,94075,cd8_t_cell,21382,22.7286739303747
50633,sample10126,94075,monocyte,19195,20.403933032155194
50634,sample10126,94075,nk_cell,12650,13.446718044113739
50635,sample10127,95263,b_cell,7563,7.939073932166738
50636,sample10127,95263,cd4_t_cell,32352,33.96071927191039
50637,sample10127,95263,cd8_t_cell,18586,19.510198083201242
50638,sample10127,95263,monocyte,22055,23.151695831540053
50639,sample10127,95263,nk_cell,14707,15.43831288118157
50640,sample10128,98648,b_cell,7272,7.371664909577488
50641,sample10128,98648,cd4_t_cell,30613,31.03256021409456
50642,sample10128,98648,cd8_t_cell,30471,30.88861406211986
50643,sample10128,98648,monocyte,16396,16.620712026599627
50644,sample10128,98648,nk_cell,13896,14.086448787608466
50645,sample10129,92853,b_cell,8719,9.390111251117357
50646,sample10129,92853,cd4_t_cell,27020,29.09975983543881
50647,sample10129,92853,cd8_t_cell,26704,28.759436959495115
50648,sample10129,92853,monocyte,17708,19.071004706363823
50649,sample10129,92853,nk_cell,12702,13.679687247584893
50650,sample10130,104918,b_cell,14412,13.73644179263806
50651,sample10130,104918,cd4_t_cell,32425,30.90508778283993
50652,sample10130,104918,cd8_t_cell,24077,22.948397796374312
50653,sample10130,104918,monocyte,27685,26.387273871023083
50654,sample10130,104918,nk_cell,6319,6.022798757124612
50655,sample10131,98762,b_cell,11538,11.682630971426256
50656,sample10131,98762,cd4_t_cell,31704,32.10141552418946
50657,sample10131,98762,cd8_t_cell,23626,23.92215629493125
50658,sample10131,98762,monocyte,20188,20.441060326846358
50659,sample10131,98762,nk_cell,11706,11.85273688260667
50660,sample10132,91988,b_cell,8956,9.736052528590685
50661,sample10132,91988,cd4_t_cell,28726,31.22798625907727
50662,sample10132,91988,cd8_t_cell,17066,18.552419880854025
50663,sample10132,91988,monocyte,18446,20.052615558551114
50664,sample10132,91988,nk_cell,18794,20.430925772926905
50665,sample10133,104724,b_cell,12146,11.598105496352316
50666,sample10133,104724,cd4_t_cell,31679,30.249990451090486
50667,sample10133,104724,cd8_t_cell,28396,27.115083457469158
50668,sample10133,104724,monocyte,19852,18.956495168251784
50669,sample10133,104724,nk_cell,12651,12.080325426836255
50670,sample10134,111945,b_cell,13779,12.308723033632587
50671,sample10134,111945,cd4_t_cell,28101,25.10250569476082
50672,sample10134,111945,cd8_t_cell,35149,31.398454598240207
50673,sample10134,111945,monocyte,23359,20.866496940461833
50674,sample10134,111945,nk_cell,11557,10.323819732904552
50675,sample10135,102091,b_cell,11635,11.39669510534719
50676,sample10135,102091,cd4_t_cell,30525,29.899795280680962
50677,sample10135,102091,cd8_t_cell,20940,20.511112634806203
50678,sample10135,102091,monocyte,23454,22.973621572910442
50679,sample10135,102091,nk_cell,15537,15.218775406255205
50680,sample10136,92190,b_cell,13098,14.207614708753662
50681,sample10136,92190,cd4_t_cell,32032,34.745634016704635
50682,sample10136,92190,cd8_t_cell,26082,28.291571753986332
50683,sample10136,92190,monocyte,14345,15.560255993057815
50684,sample10136,92190,nk_cell,6633,7.19492352749756
50685,sample10137,88866,b_cell,4702,5.291112461458826
50686,sample10137,88866,cd4_t_cell,34523,38.848378457452796
50687,sample10137,88866,cd8_t_cell,22029,24.789008169603672
50688,sample10137,88866,monocyte,19381,21.809240879526477
50689,sample10137,88866,nk_cell,8231,9.26226003195823
50690,sample10138,90670,b_cell,6012,6.63063857946399
50691,sample10138,90670,cd4_t_cell,23534,25.955663394728134
50692,sample10138,90670,cd8_t_cell,29892,32.967905591706185
50693,sample10138,90670,monocyte,17581,19.39009595235469
50694,sample10138,90670,nk_cell,13651,15.055696481746995
50695,sample10139,94632,b_cell,11876,12.549666074900667
50696,sample10139,94632,cd4_t_cell,28157,29.754205765491587
50697,sample10139,94632,cd8_t_cell,19876,21.00346605799307
50698,sample10139,94632,monocyte,20174,21.31837010736326
50699,sample10139,94632,nk_cell,14549,15.374291994251417
50700,sample10140,96863,b_cell,9788,10.104993650826424
50701,sample10140,96863,cd4_t_cell,28247,29.161805849498776
50702,sample10140,96863,cd8_t_cell,19006,19.621527311770233
50703,sample10140,96863,monocyte,23647,24.412830492551336
50704,sample10140,96863,nk_cell,16175,16.698842695353232
50705,sample10141,97447,b_cell,11268,11.563208718585487
50706,sample10141,97447,cd4_t_cell,22377,22.963251818937472
50707,sample10141,97447,cd8_t_cell,23064,23.668250433569018
50708,sample10141,97447,monocyte,23723,24.344515480209754
50709,sample10141,97447,nk_cell,17015,17.460773548698267
50710,sample10142,105826,b_cell,9638,9.107402717668625
50711,sample10142,105826,cd4_t_cell,34566,32.66305066807779
50712,sample10142,105826,cd8_t_cell,20460,19.33362311719237
50713,sample10142,105826,monocyte,24000,22.678736794360553
50714,sample10142,105826,nk_cell,17162,16.21718670270066
50715,sample10143,95021,b_cell,11201,11.787920564927752
50716,sample10143,95021,cd4_t_cell,36870,38.80194904284316
50717,sample10143,95021,cd8_t_cell,24017,25.275465423432713
50718,sample10143,95021,monocyte,13357,14.056892686879742
50719,sample10143,95021,nk_cell,9576,10.077772281916628
50720,sample10144,103156,b_cell,16709,16.19779751056652
50721,sample10144,103156,cd4_t_cell,24481,23.732017526852534
50722,sample10144,103156,cd8_t_cell,20690,20.057001046958007
50723,sample10144,103156,monocyte,20631,19.999806118887896
50724,sample10144,103156,nk_cell,20645,20.013377796735043
50725,sample10145,102936,b_cell,13811,13.41707468718427
50726,sample10145,102936,cd4_t_cell,23076,22.417813010025647
50727,sample10145,102936,cd8_t_cell,39580,38.45107639698453
50728,sample10145,102936,monocyte,15850,15.397917152405379
50729,sample10145,102936,nk_cell,10619,10.31611875340017
50730,sample10146,109632,b_cell,13521,12.333077933450088
50731,sample10146,109632,cd4_t_cell,31534,28.76349970811442
50732,sample10146,109632,cd8_t_cell,29778,27.16177758318739
50733,sample10146,109632,monocyte,17311,15.790097781669585
50734,sample10146,109632,nk_cell,17488,15.951546993578518
50735,sample10147,94230,b_cell,12114,12.855778414517669
50736,sample10147,94230,cd4_t_cell,26668,28.30096572216916
50737,sample10147,94230,cd8_t_cell,24743,26.258091902791044
50738,sample10147,94230,monocyte,19886,21.103682479040646
50739,sample10147,94230,nk_cell,10819,11.481481481481481
50740,sample10148,103753,b_cell,6055,5.835975827204996
50741,sample10148,103753,cd4_t_cell,37706,36.34208167474675
50742,sample10148,103753,cd8_t_cell,31398,30.262257476892234
50743,sample10148,103753,monocyte,16172,15.58701917053001
50744,sample10148,103753,nk_cell,12422,11.972665850626006
50745,sample10149,101777,b_cell,7354,7.225601069003803
50746,sample10149,101777,cd4_t_cell,35251,34.63552669070615
50747,sample10149,101777,cd8_t_cell,21145,20.77581378897
50748,sample10149,101777,monocyte,17489,17.18364659991943
50749,sample10149,101777,nk_cell,20538,20.179411851400612
50750,sample10150,96536,b_cell,6126,6.345819176265849
50751,sample10150,96536,cd4_t_cell,28712,29.742272312919532
50752,sample10150,96536,cd8_t_cell,30430,31.52191928399768
50753,sample10150,96536,monocyte,21299,22.06327173282506
50754,sample10150,96536,nk_cell,9969,10.326717493991879
50755,sample10151,94961,b_cell,11164,11.756405261107192
50756,sample10151,94961,cd4_t_cell,31836,33.52534198249808
50757,sample10151,94961,cd8_t_cell,20223,21.296111035056498
50758,sample10151,94961,monocyte,13896,14.633375806910205
50759,sample10151,94961,nk_cell,17842,18.78876591442803
50760,sample10152,96062,b_cell,19013,19.79242572505257
50761,sample10152,96062,cd4_t_cell,27417,28.54094230809269
50762,sample10152,96062,cd8_t_cell,27319,28.438924861027253
50763,sample10152,96062,monocyte,10911,11.358289438071246
50764,sample10152,96062,nk_cell,11402,11.86941766775624
50765,sample10153,103232,b_cell,13013,12.605587414755115
50766,sample10153,103232,cd4_t_cell,35123,34.02336484810911
50767,sample10153,103232,cd8_t_cell,20217,19.584043707377557
50768,sample10153,103232,monocyte,13135,12.723767823930563
50769,sample10153,103232,nk_cell,21744,21.06323620582765
50770,sample10154,111336,b_cell,7031,6.315118200761658
50771,sample10154,111336,cd4_t_cell,39551,35.52399942516347
50772,sample10154,111336,cd8_t_cell,26237,23.565603219084572
50773,sample10154,111336,monocyte,20942,18.80972910828483
50774,sample10154,111336,nk_cell,17575,15.785550046705469
50775,sample10155,92618,b_cell,12024,12.982357641063292
50776,sample10155,92618,cd4_t_cell,28161,30.405536720723834
50777,sample10155,92618,cd8_t_cell,23683,25.570623420933295
50778,sample10155,92618,monocyte,17079,18.440259992658014
50779,sample10155,92618,nk_cell,11671,12.601222224621564
50780,sample10156,102953,b_cell,6500,6.313560556758909
50781,sample10156,102953,cd4_t_cell,36318,35.27629112313386
50782,sample10156,102953,cd8_t_cell,22515,21.86920245160413
50783,sample10156,102953,monocyte,19600,19.03781337114994
50784,sample10156,102953,nk_cell,18020,17.50313249735316
50785,sample10157,91050,b_cell,7855,8.627127951674904
50786,sample10157,91050,cd4_t_cell,23378,25.676002196595277
50787,sample10157,91050,cd8_t_cell,20713,22.749038989566174
50788,sample10157,91050,monocyte,17157,18.84349258649094
50789,sample10157,91050,nk_cell,21947,24.104338275672706
50790,sample10158,98146,b_cell,9726,9.909726326085627
50791,sample10158,98146,cd4_t_cell,31054,31.64061703992012
50792,sample10158,98146,cd8_t_cell,26134,26.627677134065575
50793,sample10158,98146,monocyte,17334,17.66144315611436
50794,sample10158,98146,nk_cell,13898,14.160536343814318
50795,sample10159,108843,b_cell,13052,11.99158420844703
50796,sample10159,108843,cd4_t_cell,29807,27.385316465000045
50797,sample10159,108843,cd8_t_cell,28861,26.51617467361245
50798,sample10159,108843,monocyte,21017,19.309464090478947
50799,sample10159,108843,nk_cell,16106,14.797460562461527
50800,sample10160,103590,b_cell,9687,9.351288734433826
50801,sample10160,103590,cd4_t_cell,34380,33.18853171155517
50802,sample10160,103590,cd8_t_cell,19236,18.56935997683174
50803,sample10160,103590,monocyte,23008,22.210638092479968
50804,sample10160,103590,nk_cell,17279,16.680181484699297
50805,sample10161,96867,b_cell,11361,11.728452414134845
50806,sample10161,96867,cd4_t_cell,22547,23.276244747953378
50807,sample10161,96867,cd8_t_cell,17837,18.413907729154406
50808,sample10161,96867,monocyte,25631,26.45999153478481
50809,sample10161,96867,nk_cell,19491,20.12140357397256
50810,sample10162,95355,b_cell,12513,13.122542079597295
50811,sample10162,95355,cd4_t_cell,30503,31.988883645325362
50812,sample10162,95355,cd8_t_cell,19072,20.001048712705156
50813,sample10162,95355,monocyte,13832,14.505794137695979
50814,sample10162,95355,nk_cell,19435,20.38173142467621
50815,sample10163,95063,b_cell,6890,7.247825126495061
50816,sample10163,95063,cd4_t_cell,28001,29.455203391435152
50817,sample10163,95063,cd8_t_cell,22430,23.594879185382325
50818,sample10163,95063,monocyte,19915,20.949265224114534
50819,sample10163,95063,nk_cell,17827,18.752827072572924
50820,sample10164,102038,b_cell,12479,12.22975754130814
50821,sample10164,102038,cd4_t_cell,34528,33.83837393912072
50822,sample10164,102038,cd8_t_cell,25491,24.98186949959819
50823,sample10164,102038,monocyte,17744,17.3895999529587
50824,sample10164,102038,nk_cell,11796,11.56039906701425
50825,sample10165,111236,b_cell,11085,9.965299003919595
50826,sample10165,111236,cd4_t_cell,25199,22.653637311661694
50827,sample10165,111236,cd8_t_cell,38527,34.63536984429501
50828,sample10165,111236,monocyte,28152,25.308353410766298
50829,sample10165,111236,nk_cell,8273,7.437340429357402
50830,sample10166,94487,b_cell,14900,15.769365097844148
50831,sample10166,94487,cd4_t_cell,22791,24.120778519796374
50832,sample10166,94487,cd8_t_cell,20196,21.374368960809424
50833,sample10166,94487,monocyte,21507,22.761861420089534
50834,sample10166,94487,nk_cell,15093,15.973626001460518
50835,sample10167,99360,b_cell,11460,11.533816425120772
50836,sample10167,99360,cd4_t_cell,29205,29.393115942028984
50837,sample10167,99360,cd8_t_cell,21373,21.510668276972623
50838,sample10167,99360,monocyte,19396,19.520933977455716
50839,sample10167,99360,nk_cell,17926,18.0414653784219
50840,sample10168,107106,b_cell,11206,10.46253244449424
50841,sample10168,107106,cd4_t_cell,25519,23.82592945306519
50842,sample10168,107106,cd8_t_cell,34217,31.946856385263196
50843,sample10168,107106,monocyte,23851,22.268593729576306
50844,sample10168,107106,nk_cell,12313,11.496087987601069
50845,sample10169,105129,b_cell,9384,8.926176411836886
50846,sample10169,105129,cd4_t_cell,26935,25.62090384194656
50847,sample10169,105129,cd8_t_cell,27160,25.834926613969504
50848,sample10169,105129,monocyte,23327,22.188929791018655
50849,sample10169,105129,nk_cell,18323,17.429063341228396
50850,sample10170,101788,b_cell,9639,9.469682084332142
50851,sample10170,101788,cd4_t_cell,30196,29.665579439619602
50852,sample10170,101788,cd8_t_cell,24487,24.05686328447361
50853,sample10170,101788,monocyte,25511,25.062875781035093
50854,sample10170,101788,nk_cell,11955,11.744999410539553
50855,sample10171,96569,b_cell,6990,7.238347709927616
50856,sample10171,96569,cd4_t_cell,23960,24.81127483975189
50857,sample10171,96569,cd8_t_cell,19920,20.62773767979372
50858,sample10171,96569,monocyte,23797,24.642483612753576
50859,sample10171,96569,nk_cell,21902,22.680156157773197
50860,sample10172,108076,b_cell,12786,11.830563677412192
50861,sample10172,108076,cd4_t_cell,26845,24.839002183648542
50862,sample10172,108076,cd8_t_cell,25494,23.588955919908212
50863,sample10172,108076,monocyte,32716,30.27129057330027
50864,sample10172,108076,nk_cell,10235,9.470187645730782
50865,sample10173,96459,b_cell,6610,6.8526524222726755
50866,sample10173,96459,cd4_t_cell,33590,34.823085455996846
50867,sample10173,96459,cd8_t_cell,18261,18.931359437688553
50868,sample10173,96459,monocyte,22047,22.856343109507666
50869,sample10173,96459,nk_cell,15951,16.53655957453426
50870,sample10174,101164,b_cell,9774,9.661539678146376
50871,sample10174,101164,cd4_t_cell,27757,27.43762603297616
50872,sample10174,101164,cd8_t_cell,25630,25.335099442489422
50873,sample10174,101164,monocyte,22669,22.408168913842868
50874,sample10174,101164,nk_cell,15334,15.157565932545173
50875,sample10175,104560,b_cell,10886,10.41124713083397
50876,sample10175,104560,cd4_t_cell,37021,35.40646518745218
50877,sample10175,104560,cd8_t_cell,23460,22.436878347360366
50878,sample10175,104560,monocyte,18269,17.472264728385618
50879,sample10175,104560,nk_cell,14924,14.273144605967865
50880,sample10176,107235,b_cell,10606,9.890427565626894
50881,sample10176,107235,cd4_t_cell,27330,25.486081969506223
50882,sample10176,107235,cd8_t_cell,28610,26.679722105655802
50883,sample10176,107235,monocyte,26314,24.5386301114375
50884,sample10176,107235,nk_cell,14375,13.405138247773582
50885,sample10177,91446,b_cell,10991,12.019115106182884
50886,sample10177,91446,cd4_t_cell,30359,33.198827723465214
50887,sample10177,91446,cd8_t_cell,23404,25.59324628742646
50888,sample10177,91446,monocyte,18273,19.98228462699298
50889,sample10177,91446,nk_cell,8419,9.206526255932463
50890,sample10178,97126,b_cell,8506,8.757696188456233
50891,sample10178,97126,cd4_t_cell,22365,23.02678994296069
50892,sample10178,97126,cd8_t_cell,25077,25.819039186211725
50893,sample10178,97126,monocyte,18885,19.443815250293433
50894,sample10178,97126,nk_cell,22293,22.95265943207792
50895,sample10179,111530,b_cell,12951,11.612122298933022
50896,sample10179,111530,cd4_t_cell,39884,35.76078185241639
50897,sample10179,111530,cd8_t_cell,24049,21.562808213036853
50898,sample10179,111530,monocyte,20004,17.935981350309333
50899,sample10179,111530,nk_cell,14642,13.128306285304403
50900,sample10180,99472,b_cell,10982,11.04029274569728
50901,sample10180,99472,cd4_t_cell,33896,34.07592086215217
50902,sample10180,99472,cd8_t_cell,25385,25.51974424963809
50903,sample10180,99472,monocyte,15229,15.309835933730096
50904,sample10180,99472,nk_cell,13980,14.054206208782372
50905,sample10181,106200,b_cell,13008,12.248587570621469
50906,sample10181,106200,cd4_t_cell,34933,32.89359698681733
50907,sample10181,106200,cd8_t_cell,30676,28.88512241054614
50908,sample10181,106200,monocyte,17730,16.694915254237287
50909,sample10181,106200,nk_cell,9853,9.277777777777779
50910,sample10182,92717,b_cell,8351,9.006978224058155
50911,sample10182,92717,cd4_t_cell,23272,25.10003559217835
50912,sample10182,92717,cd8_t_cell,32795,35.371075423061576
50913,sample10182,92717,monocyte,12832,13.839964623531822
50914,sample10182,92717,nk_cell,15467,16.681946137170097
50915,sample10183,90818,b_cell,13032,14.34957827743399
50916,sample10183,90818,cd4_t_cell,19643,21.628972230174636
50917,sample10183,90818,cd8_t_cell,25659,28.25320971613557
50918,sample10183,90818,monocyte,20237,22.283027593648836
50919,sample10183,90818,nk_cell,12247,13.485212182606972
50920,sample10184,100617,b_cell,6418,6.378643767951738
50921,sample10184,100617,cd4_t_cell,31882,31.686494329983997
50922,sample10184,100617,cd8_t_cell,29289,29.109395032648557
50923,sample10184,100617,monocyte,16749,16.646292376039835
50924,sample10184,100617,nk_cell,16279,16.17917449337587
50925,sample10185,101816,b_cell,6361,6.24754459024122
50926,sample10185,101816,cd4_t_cell,26943,26.462442052329692
50927,sample10185,101816,cd8_t_cell,36636,35.982556769073625
50928,sample10185,101816,monocyte,19191,18.848707472302976
50929,sample10185,101816,nk_cell,12685,12.458749116052488
50930,sample10186,118871,b_cell,9336,7.853892034221972
50931,sample10186,118871,cd4_t_cell,45621,38.37857845900177
50932,sample10186,118871,cd8_t_cell,25438,21.399668548258195
50933,sample10186,118871,monocyte,20347,17.116874595149362
50934,sample10186,118871,nk_cell,18129,15.250986363368694
50935,sample10187,106302,b_cell,10852,10.208650825007997
50936,sample10187,106302,cd4_t_cell,23878,22.46241839288066
50937,sample10187,106302,cd8_t_cell,16037,15.086263663900962
50938,sample10187,106302,monocyte,35250,33.16024157588757
50939,sample10187,106302,nk_cell,20285,19.082425542322817
